Time	Temperature
2021-03-28	6.9386045375
2021-03-29	-10.303062370833333
2021-03-30	-5.906395427916666
2021-03-31	2.5298546295833333
2021-04-01	5.7123546633333335
2021-04-02	4.453188047416667
2021-04-03	5.906521240833333
2021-04-04	6.777354525
2021-04-05	4.384021225416666
2021-04-06	7.4690212625
2021-04-07	9.075687957916667
2021-04-08	4.830688075
2021-04-09	4.299854568208334
2021-04-10	4.439437963333333
2021-04-11	0.08818803695833335
